place_id,name,type,source,lat,lng,ward_number,population,households,area_sqkm,population_density,population_density_proxy,rating,review_count,price_level,has_rating,log_review_count,rating_review_signal,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,education_points_within_500m,education_points_within_200m,education_students_within_500m,education_intensity_score,accessibility_score,foot_traffic_score,competition_pressure,location_density_score,ward_population_log,road_feature_source,is_operational,computed_schools_within_500m,computed_schools_within_200m,computed_schools_min_distance,computed_hospitals_within_500m,computed_hospitals_within_200m,computed_hospitals_min_distance,computed_bus_stops_within_500m,computed_bus_stops_within_200m,computed_bus_stops_min_distance,computed_competitors_within_500m,computed_competitors_within_200m,computed_competitors_min_distance,computed_competitors_avg_distance,dataset_count_raw_files,combined_at,observed_outcome_score,observed_outcome_confidence,observed_outcome_tier,labeling_version
osm_7183426485,traditional food cafe,cafe,openstreetmap,27.7101515,85.3135879,27.0,5588.0,1241.0,3.4,1643.0,1.643,0.0,0.0,0.0,0,0.0,0.0,67.0,8.0,0.0,357.65,23.0,376.46,22.0,7.0,46.74,2.0,148.96,3.0,186.08,16,6,16760,10.2454,3.04,10.0,10.0,4.987,8.6286,enriched,True,40,13,46.74,19,4,116.01,2,0,222.25,65,7,108.8,3822.12,8,2026-03-23T08:50:30.648265+00:00,53.1226,0.8035,medium_outcome,observed_outcome_v1
osm_3491198839,उत्तरी क्याफे,cafe,openstreetmap,27.7138493,85.3133153,27.0,5588.0,1241.0,3.4,1643.0,1.643,0.0,0.0,0.0,0,0.0,0.0,105.0,26.0,0.0,289.61,15.0,360.5,14.0,0.0,240.86,5.0,345.01,1.0,404.99,13,0,5990,6.2896,1.93,6.5,10.0,3.429,8.6286,enriched,True,29,0,238.22,23,2,90.86,1,0,304.67,100,24,16.11,3945.67,8,2026-03-23T08:50:30.648265+00:00,41.5998,0.7262,medium_outcome,observed_outcome_v1
osm_3479423299,क्याफे दे जमल,cafe,openstreetmap,27.7098097,85.314637,27.0,5588.0,1241.0,3.4,1643.0,1.643,0.0,0.0,0.0,0,0.0,0.0,56.0,7.0,0.0,363.01,27.0,348.73,19.0,8.0,39.9,2.0,134.55,3.0,117.34,14,5,14860,9.0713,3.97,10.0,10.0,5.266,8.6286,enriched,True,35,14,39.9,17,2,78.98,3,0,206.96,53,6,36.32,3786.54,8,2026-03-23T08:50:30.648265+00:00,50.3932,0.7859,medium_outcome,observed_outcome_v1
osm_3476380391,यपागोडा क्याफे,cafe,openstreetmap,27.710532,85.3149905,27.0,5588.0,1241.0,3.4,1643.0,1.643,0.0,0.0,0.0,0,0.0,0.0,57.0,7.0,0.0,346.7,30.0,339.88,17.0,6.0,112.56,1.0,59.04,4.0,200.84,13,5,14610,8.7179,3.21,10.0,10.0,5.038,8.6286,enriched,True,32,11,112.53,8,2,29.51,1,1,121.81,54,6,87.53,3796.53,8,2026-03-23T08:50:30.648265+00:00,49.3851,0.7806,medium_outcome,observed_outcome_v1
osm_8696013273,शेर्पा होटल एण्ड फास्ट फूड,cafe,openstreetmap,27.7138978,85.3131611,27.0,5588.0,1241.0,3.4,1643.0,1.643,0.0,0.0,0.0,0,0.0,0.0,105.0,29.0,0.0,281.01,14.0,363.93,14.0,0.0,231.44,5.0,356.31,1.0,406.91,14,0,6740,6.6632,1.88,6.5,10.0,3.414,8.6286,enriched,True,30,0,228.63,24,3,74.75,1,0,318.03,100,27,16.11,3951.67,8,2026-03-23T08:50:30.648265+00:00,42.7883,0.7342,medium_outcome,observed_outcome_v1
osm_9926040035,Big Bell Sweets And Snacks Pvt.Ltd,cafe,openstreetmap,27.7079631,85.3196928,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,27.0,2.0,0.0,326.11,18.0,351.13,16.0,1.0,91.96,7.0,217.12,2.0,308.86,14,0,20348,6.8842,2.73,10.0,10.0,5.3662,9.2848,enriched,True,35,1,91.96,18,0,204.08,1,0,346.85,26,1,80.97,3654.97,8,2026-03-23T08:50:30.648265+00:00,48.2439,0.7848,medium_outcome,observed_outcome_v1
osm_9916683313,Chaudary Juice Bhandar,cafe,openstreetmap,27.7066254,85.3228131,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,23.0,12.0,0.0,213.8,9.0,356.65,21.0,3.0,52.17,9.0,104.15,2.0,42.34,21,1,18348,9.7635,2.79,10.0,10.0,5.3842,9.2848,enriched,True,51,7,52.17,30,7,15.16,0,0,590.15,22,11,15.54,3602.34,8,2026-03-23T08:50:30.648265+00:00,55.0327,0.828,medium_outcome,observed_outcome_v1
osm_9529707040,Hello Cafe,cafe,openstreetmap,27.7056969,85.3222178,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,22.0,9.0,0.0,265.52,4.0,336.92,27.0,6.0,54.99,12.0,59.99,1.0,146.61,29,3,32868,13.5801,1.73,10.0,10.0,5.0662,9.2848,enriched,True,65,10,54.99,38,10,33.48,0,0,531.08,21,8,59.59,3591.61,8,2026-03-23T08:50:30.648265+00:00,63.2191,0.8817,medium_outcome,observed_outcome_v1
osm_1905315994,Ice cafe,cafe,openstreetmap,27.7000991,85.3218351,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,4.0,4.0,0.0,79.85,28.0,242.4,18.0,4.0,89.4,3.0,300.93,2.0,164.75,13,1,21165,6.992,4.86,9.2,3.05,5.7252,9.2848,enriched,True,38,9,47.2,22,6,5.87,0,0,692.59,3,3,3.16,3550.26,8,2026-03-23T08:50:30.648265+00:00,48.8597,0.7865,medium_outcome,observed_outcome_v1
osm_9916725526,Jaiswal Juice Bhandar,cafe,openstreetmap,27.7000805,85.3218594,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,4.0,4.0,0.0,80.48,28.0,242.2,18.0,4.0,90.98,3.0,303.07,2.0,163.55,13,1,21165,6.992,4.87,9.2,3.05,5.7282,9.2848,enriched,True,38,9,49.42,22,6,3.04,0,0,690.74,3,3,3.16,3550.02,8,2026-03-23T08:50:30.648265+00:00,48.8641,0.7865,medium_outcome,observed_outcome_v1
osm_9956505921,Phileo Cafe,cafe,openstreetmap,27.7018005,85.3217316,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,7.0,4.0,0.0,270.73,24.0,305.65,24.0,11.0,31.79,7.0,111.64,2.0,195.75,16,4,22105,9.4007,3.89,10.0,4.96,5.7142,9.2848,enriched,True,48,19,31.79,30,12,19.61,0,0,680.31,6,3,122.32,3557.83,8,2026-03-23T08:50:30.648265+00:00,54.7032,0.8225,medium_outcome,observed_outcome_v1
osm_9916683307,Sahara Tandoori Cafe,cafe,openstreetmap,27.7068451,85.3227269,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,22.0,12.0,0.0,197.15,9.0,334.57,21.0,3.0,26.56,9.0,129.44,2.0,17.01,20,1,17898,9.4085,3.13,10.0,10.0,5.4862,9.2848,enriched,True,50,7,26.56,29,6,10.8,0,0,584.53,21,11,24.67,3606.6,8,2026-03-23T08:50:30.648265+00:00,54.4048,0.8227,medium_outcome,observed_outcome_v1
osm_4401051297,Unknown Cafe,cafe,openstreetmap,27.7081859,85.322004,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,25.0,9.0,0.0,269.56,11.0,293.34,12.0,1.0,138.76,8.0,291.42,2.0,148.62,16,1,10398,7.8999,3.56,10.0,10.0,5.6152,9.2848,enriched,True,33,4,45.59,21,2,151.89,0,0,557.12,24,8,38.1,3637.76,8,2026-03-23T08:50:30.648265+00:00,50.366,0.7935,medium_outcome,observed_outcome_v1
osm_5061881322,Unknown Cafe,cafe,openstreetmap,27.7061168,85.3227821,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,24.0,10.0,0.0,247.8,7.0,376.49,25.0,5.0,69.21,10.0,48.97,1.0,95.76,26,3,27568,12.4949,2.12,10.0,10.0,5.1832,9.2848,enriched,True,59,10,69.21,36,8,39.09,0,0,584.48,23,9,26.98,3594.32,8,2026-03-23T08:50:30.648265+00:00,61.1668,0.8689,medium_outcome,observed_outcome_v1
osm_5177374622,Unknown Cafe,cafe,openstreetmap,27.7058742,85.322789,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,24.0,10.0,0.0,261.06,6.0,386.21,26.0,5.0,44.93,10.0,23.83,1.0,122.53,28,3,31268,13.2201,1.83,10.0,10.0,5.0962,9.2848,enriched,True,63,9,44.93,35,10,23.83,0,0,585.83,23,9,26.98,3590.67,8,2026-03-23T08:50:30.648265+00:00,62.8973,0.8798,medium_outcome,observed_outcome_v1
osm_5841071390,Unknown Cafe,cafe,openstreetmap,27.7076603,85.3189448,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,28.0,2.0,0.0,349.72,18.0,355.56,19.0,1.0,34.66,8.0,140.57,4.0,291.52,15,2,20223,8.1329,2.62,10.0,10.0,5.3332,9.2848,enriched,True,40,3,34.66,22,3,140.57,1,0,267.99,27,1,80.97,3658.85,8,2026-03-23T08:50:30.648265+00:00,51.1931,0.8035,medium_outcome,observed_outcome_v1
osm_6262922285,Unknown Cafe,cafe,openstreetmap,27.7068426,85.3224763,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,22.0,12.0,0.0,204.88,9.0,337.36,20.0,3.0,25.8,9.0,135.01,2.0,19.79,20,1,17898,9.4085,3.05,10.0,10.0,5.4622,9.2848,enriched,True,48,7,25.8,31,6,30.72,0,0,560.07,21,11,24.67,3607.99,8,2026-03-23T08:50:30.648265+00:00,54.3626,0.8227,medium_outcome,observed_outcome_v1
osm_3506385601,क्याफेटेरिया,cafe,openstreetmap,27.7089551,85.3166127,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,25.0,7.0,0.0,274.95,22.0,286.65,16.0,7.0,39.78,4.0,283.87,3.0,36.42,15,4,16703,8.9947,5.02,10.0,10.0,6.0532,9.2848,enriched,True,34,12,39.78,20,0,256.91,3,0,315.36,23,6,50.94,3723.77,8,2026-03-23T08:50:30.648265+00:00,54.9099,0.8165,medium_outcome,observed_outcome_v1
osm_4761809073,मिन पसल,cafe,openstreetmap,27.7079204,85.3217593,28.0,10772.0,2393.0,3.6,2992.0,2.992,0.0,0.0,0.0,0,0.0,0.0,25.0,9.0,0.0,269.44,13.0,338.63,13.0,1.0,126.65,8.0,272.68,2.0,135.86,18,1,15698,8.6823,2.96,10.0,10.0,5.4352,9.2848,enriched,True,36,4,23.27,22,2,145.05,0,0,523.3,24,8,38.1,3633.79,8,2026-03-23T08:50:30.648265+00:00,52.6179,0.8118,medium_outcome,observed_outcome_v1
osm_10102562317,A One cafe,cafe,openstreetmap,27.6996027,85.3286893,29.0,24986.0,5552.0,3.8,6575.0,6.575,0.0,0.0,0.0,0,0.0,0.0,2.0,1.0,0.0,146.98,3.0,152.65,17.0,1.0,68.51,1.0,246.1,1.0,37.94,15,1,5075,7.4065,2.48,10.0,1.77,6.5452,10.1261,enriched,True,34,2,66.42,5,2,29.93,0,0,969.69,1,0,293.95,3544.49,8,2026-03-23T08:50:30.648265+00:00,53.7668,0.8198,medium_outcome,observed_outcome_v1
osm_4141167689,Cafe,cafe,openstreetmap,27.7016958,85.3268655,29.0,24986.0,5552.0,3.8,6575.0,6.575,0.0,0.0,0.0,0,0.0,0.0,6.0,1.0,0.0,313.04,9.0,369.72,24.0,2.0,81.38,2.0,72.33,3.0,331.77,16,3,6495,8.7058,2.61,10.0,4.32,6.5842,10.1261,enriched,True,46,6,81.38,13,3,72.33,0,0,1029.11,5,0,253.55,3544.49,8,2026-03-23T08:50:30.648265+00:00,57.6973,0.8444,medium_outcome,observed_outcome_v1
osm_4456060691,Chamena Griha,cafe,openstreetmap,27.6951667,85.3238823,29.0,24986.0,5552.0,3.8,6575.0,6.575,0.0,0.0,0.0,0,0.0,0.0,3.0,1.0,0.0,302.77,19.0,384.71,1.0,0.0,463.16,2.0,229.59,1.0,465.82,4,0,3900,3.0538,1.47,2.9,2.41,3.7572,10.1261,enriched,True,7,0,343.69,2,0,229.59,1,0,295.78,2,0,438.07,3548.01,8,2026-03-23T08:50:30.648265+00:00,39.675,0.749,low_outcome,observed_outcome_v1
osm_4622809990,Unknown Cafe,cafe,openstreetmap,27.7039759,85.3268385,29.0,24986.0,5552.0,3.8,6575.0,6.575,0.0,0.0,0.0,0,0.0,0.0,13.0,1.0,0.0,360.45,2.0,358.28,24.0,5.0,108.16,6.0,252.03,1.0,497.06,22,5,14178,11.8619,0.35,10.0,8.78,5.9062,10.1261,enriched,True,54,10,102.8,17,0,252.03,0,0,1012.47,12,0,212.5,3564.35,8,2026-03-23T08:50:30.648265+00:00,65.8205,0.908,medium_outcome,observed_outcome_v1
osm_6584505486,Unknown Cafe,cafe,openstreetmap,27.7010153,85.3226018,29.0,24986.0,5552.0,3.8,6575.0,6.575,0.0,0.0,0.0,0,0.0,0.0,5.0,4.0,0.0,160.54,21.0,218.54,22.0,9.0,59.18,6.0,215.88,2.0,77.54,17,2,22645,8.8555,5.57,10.0,3.68,7.4722,10.1261,enriched,True,47,17,59.18,26,7,100.13,0,0,802.63,4,3,122.32,3547.39,8,2026-03-23T08:50:30.648265+00:00,61.8796,0.863,medium_outcome,observed_outcome_v1
osm_10826849610,Unknown Cafe,cafe,openstreetmap,27.6930318,85.3280051,29.0,24986.0,5552.0,3.8,6575.0,6.575,0.0,0.0,0.0,0,0.0,0.0,13.0,2.0,0.0,397.31,8.0,289.11,13.0,0.0,237.71,4.0,231.14,1.0,265.24,16,2,4166,8.167,2.65,7.3,8.78,5.6512,10.1261,enriched,True,37,4,36.44,5,0,231.14,0,0,672.4,11,1,199.02,3565.43,8,2026-03-23T08:50:30.648265+00:00,52.7979,0.827,medium_outcome,observed_outcome_v1
osm_9916636671,Best Food Cafe,cafe,openstreetmap,27.7066652,85.3229644,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,23.0,12.0,0.0,211.36,9.0,353.14,21.0,3.0,56.53,9.0,108.14,2.0,47.56,22,1,18668,10.1169,2.85,10.0,10.0,6.2482,9.9822,enriched,True,53,7,56.53,28,7,21.43,0,0,605.4,22,11,15.54,3602.3,8,2026-03-23T08:50:30.648265+00:00,61.7209,0.8736,medium_outcome,observed_outcome_v1
osm_6959698848,Coffee Cloud Cafe,cafe,openstreetmap,27.7061415,85.33371,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,6.0,2.0,0.0,317.95,6.0,314.16,23.0,4.0,69.9,2.0,250.49,3.0,261.5,21,6,7843,11.8435,2.94,10.0,4.32,6.2752,9.9822,enriched,True,51,11,69.86,13,0,250.49,0,0,809.51,5,1,131.48,3671.8,8,2026-03-23T08:50:30.648265+00:00,64.3214,0.887,medium_outcome,observed_outcome_v1
osm_4052345826,Coffee Time,cafe,openstreetmap,27.7073887,85.3274038,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,22.0,2.0,0.0,352.36,10.0,346.66,18.0,1.0,124.53,5.0,284.95,3.0,317.09,21,2,8308,10.055,2.63,10.0,10.0,6.1822,9.9822,enriched,True,49,7,47.95,13,0,284.95,0,0,1048.9,21,1,198.31,3620.16,8,2026-03-23T08:50:30.648265+00:00,60.0538,0.8614,medium_outcome,observed_outcome_v1
osm_11951494918,Imark Pvt. Ltd,cafe,openstreetmap,27.7072349,85.3294436,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,12.0,2.0,0.0,339.98,8.0,344.36,19.0,2.0,134.81,3.0,356.49,3.0,248.32,23,2,9743,10.7869,2.3,9.8,8.14,6.0131,9.9822,enriched,True,54,6,129.47,11,0,219.52,0,0,1233.56,11,1,182.72,3633.19,8,2026-03-23T08:50:30.648265+00:00,61.8046,0.8757,medium_outcome,observed_outcome_v1
osm_2754314875,Islington Canteen,cafe,openstreetmap,27.7077309,85.3251574,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,25.0,5.0,0.0,279.19,13.0,332.87,12.0,2.0,170.74,6.0,190.91,2.0,263.77,17,7,11945,10.9776,3.26,10.0,10.0,6.3712,9.9822,enriched,True,38,10,8.64,15,1,190.91,0,0,837.54,24,4,122.3,3619.34,8,2026-03-23T08:50:30.648265+00:00,63.591,0.8829,medium_outcome,observed_outcome_v1
osm_4741180321,Unknown Cafe,cafe,openstreetmap,27.7055989,85.3256988,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,24.0,2.0,0.0,319.6,8.0,449.29,24.0,4.0,37.74,7.0,60.81,2.0,338.99,24,4,19080,12.1713,0.95,10.0,10.0,5.6782,9.9822,enriched,True,57,10,37.74,18,2,60.81,0,0,873.59,23,1,9.37,3582.13,8,2026-03-23T08:50:30.648265+00:00,65.3414,0.9044,medium_outcome,observed_outcome_v1
osm_4785806421,Unknown Cafe,cafe,openstreetmap,27.7056692,85.3257513,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,24.0,2.0,0.0,318.4,8.0,444.97,24.0,4.0,41.02,6.0,66.1,2.0,340.23,24,4,19080,12.1713,1.01,10.0,10.0,5.6962,9.9822,enriched,True,57,10,41.02,18,2,66.1,0,0,878.26,23,1,9.37,3583.28,8,2026-03-23T08:50:30.648265+00:00,65.3803,0.9044,medium_outcome,observed_outcome_v1
osm_11766248569,Unknown Cafe,cafe,openstreetmap,27.7073033,85.3334616,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,6.0,2.0,0.0,306.08,6.0,290.34,19.0,3.0,161.84,2.0,189.44,3.0,267.54,19,4,6713,10.2124,2.76,10.0,4.32,6.2212,9.9822,enriched,True,45,7,157.81,13,3,160.96,0,0,896.41,5,1,131.48,3689.28,8,2026-03-23T08:50:30.648265+00:00,59.9563,0.8593,medium_outcome,observed_outcome_v1
osm_10831660705,मिराणा बेकर्स र क्याफे,cafe,openstreetmap,27.7056125,85.3297384,30.0,21637.0,4808.0,4.0,5409.0,5.409,0.0,0.0,0.0,0,0.0,0.0,8.0,2.0,0.0,302.74,6.0,410.6,21.0,2.0,41.24,3.0,458.43,3.0,356.8,22,2,11028,10.4617,1.7,10.0,5.59,5.9032,9.9822,enriched,True,53,5,39.52,12,0,307.94,0,0,1117.79,7,1,182.72,3607.29,8,2026-03-23T08:50:30.648265+00:00,61.0407,0.8735,medium_outcome,observed_outcome_v1
osm_550825613,Alsaya Cafe,cafe,openstreetmap,27.691214,85.3408714,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,9.0,0.0,201.13,3817.56,8.0,1500.0,39.0,11.0,45.46,8.0,229.1,0.0,1104.04,21,6,5198,11.7612,2.5,5.57125,2.7,7.2632,10.9107,fallback,True,39,11,45.46,8,0,229.1,0,0,1104.04,9,0,201.13,3817.56,8,2026-03-23T08:50:30.648265+00:00,69.8031,0.9309,medium_outcome,observed_outcome_v1
osm_915414544,Chiyawala,cafe,openstreetmap,27.682676,85.3415434,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,15.0,0.0,251.25,4043.58,8.0,1553.0,38.0,2.0,162.13,39.0,64.71,0.0,1089.4,20,1,8769,9.2658,2.5,5.57125,4.5,7.2632,10.9107,fallback,True,38,2,162.13,39,6,64.71,0,0,1089.4,15,0,251.25,4043.58,8,2026-03-23T08:50:30.648265+00:00,64.3005,0.9044,medium_outcome,observed_outcome_v1
osm_5811285128,Didiko Khaja ghar,cafe,openstreetmap,27.6885854,85.3440943,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,15.0,2.0,0.0,335.36,25.0,338.06,17.0,4.0,120.93,2.0,320.67,1.0,436.56,23,5,6036,12.0411,2.11,8.2,10.0,8.0663,10.9107,enriched,True,43,10,21.56,24,3,176.8,0,0,1452.39,14,1,8.91,3968.39,8,2026-03-23T08:50:30.648265+00:00,72.3973,0.9382,high_outcome,observed_outcome_v1
osm_206845158,Fsquare Innomotive Cafe,cafe,openstreetmap,27.6909208,85.3388556,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,15.0,0.0,201.13,3763.59,8.0,1500.0,49.0,4.0,35.99,17.0,189.7,0.0,1136.92,26,2,7404,11.782,2.5,5.57125,4.5,7.2632,10.9107,fallback,True,49,4,35.99,17,1,189.7,0,0,1136.92,15,0,201.13,3763.59,8,2026-03-23T08:50:30.648265+00:00,70.6285,0.9386,high_outcome,observed_outcome_v1
osm_2174589424,Lumbini Cafe,cafe,openstreetmap,27.6948877,85.3405908,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,10.0,2.0,0.0,321.11,12.0,381.94,28.0,3.0,147.62,5.0,290.79,0.0,500.0,36,4,11096,16.2629,1.42,10.0,6.87,8.4893,10.9107,enriched,True,66,7,145.01,12,1,30.06,0,0,694.74,9,1,64.05,3772.68,8,2026-03-23T08:50:30.648265+00:00,78.288,0.9705,high_outcome,observed_outcome_v1
osm_2236942184,Meet Point Cafe,cafe,openstreetmap,27.6953955,85.3408978,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,9.0,2.0,0.0,317.92,12.0,437.97,28.0,2.0,126.17,5.0,317.95,0.0,500.0,36,1,9556,14.883,0.74,10.0,6.23,8.2853,10.9107,enriched,True,66,3,126.17,12,1,37.0,0,0,642.57,8,1,64.05,3779.44,8,2026-03-23T08:50:30.648265+00:00,77.546,0.9674,high_outcome,observed_outcome_v1
osm_1418817749,Mokka Cafe,cafe,openstreetmap,27.6795159,85.3350168,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,5.0,2.0,97.0,4010.1,8.0,1500.0,27.0,0.0,209.02,16.0,88.18,0.0,1051.45,14,0,3995,6.5586,2.5,5.57125,1.5,7.2632,10.9107,fallback,True,27,0,209.02,16,2,88.18,0,0,1051.45,5,2,97.0,4010.1,8,2026-03-23T08:50:30.648265+00:00,55.4673,0.8474,medium_outcome,observed_outcome_v1
osm_1221253228,Soul Cafe,cafe,openstreetmap,27.691806,85.344959,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,361.68,3950.41,8.0,1500.0,44.0,2.0,183.83,6.0,196.99,0.0,1148.23,23,1,5730,10.2307,2.4,5.57125,1.2,7.2332,10.9107,fallback,True,44,2,183.83,6,1,196.99,0,0,1148.23,4,0,361.68,3950.41,8,2026-03-23T08:50:30.648265+00:00,66.4975,0.91,medium_outcome,observed_outcome_v1
osm_6630330884,Supa Deurali Khaja Ghar,cafe,openstreetmap,27.6886292,85.3441701,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,15.0,2.0,0.0,337.85,25.0,340.9,16.0,4.0,118.31,2.0,322.78,1.0,429.58,23,5,6036,12.0411,2.1,7.9,10.0,7.9583,10.9107,enriched,True,42,10,22.33,24,2,180.61,0,0,1449.88,14,1,8.91,3970.28,8,2026-03-23T08:50:30.648265+00:00,72.1776,0.9382,high_outcome,observed_outcome_v1
osm_2028654097,Unknown Cafe,cafe,openstreetmap,27.6997967,85.3442166,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,4.0,2.0,0.0,241.17,1.0,184.19,24.0,3.0,37.62,2.0,424.74,1.0,184.19,29,1,9234,12.4262,1.22,10.0,3.05,8.4293,10.9107,enriched,True,55,4,37.62,11,1,141.89,2,0,450.39,3,1,134.42,3891.53,8,2026-03-23T08:50:30.648265+00:00,75.9495,0.9528,high_outcome,observed_outcome_v1
osm_4739830723,Unknown Cafe,cafe,openstreetmap,27.693052,85.3404039,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,8.0,1.0,0.0,282.6,17.0,342.63,25.0,5.0,36.98,4.0,275.38,1.0,423.15,31,6,9132,15.3739,2.09,10.0,5.59,8.6903,10.9107,enriched,True,57,11,36.98,14,0,234.95,0,0,896.84,7,0,204.95,3781.52,8,2026-03-23T08:50:30.648265+00:00,78.0963,0.9664,high_outcome,observed_outcome_v1
osm_5221096821,Unknown Cafe,cafe,openstreetmap,27.6875981,85.340054,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,10.0,2.0,0.0,358.5,42.0,346.55,13.0,2.0,83.38,3.0,150.4,1.0,499.77,20,1,13861,9.3574,1.84,8.9,6.87,8.2303,10.9107,enriched,True,36,3,83.38,19,2,150.4,0,0,1501.93,9,1,78.65,3859.12,8,2026-03-23T08:50:30.648265+00:00,68.0869,0.9154,medium_outcome,observed_outcome_v1
osm_6060120385,Unknown Cafe,cafe,openstreetmap,27.6879899,85.3355698,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,21.0,4.0,0.0,301.43,37.0,187.61,20.0,4.0,62.36,6.0,165.75,3.0,80.17,27,7,16957,14.5477,5.66,10.0,10.0,9.7613,10.9107,enriched,True,52,13,62.36,16,8,75.6,0,0,1518.96,20,3,76.57,3739.76,8,2026-03-23T08:50:30.648265+00:00,80.8828,0.9757,high_outcome,observed_outcome_v1
osm_6815221285,Unknown Cafe,cafe,openstreetmap,27.7001,85.3428949,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,7.0,2.0,0.0,302.09,2.0,365.4,24.0,5.0,42.55,0.0,500.0,1.0,307.21,30,8,12436,15.9857,0.84,9.5,4.96,8.1403,10.9107,enriched,True,59,13,42.55,6,1,31.86,2,0,316.51,6,1,134.42,3845.52,8,2026-03-23T08:50:30.648265+00:00,78.2389,0.9729,high_outcome,observed_outcome_v1
osm_4525794489,फ्रेश बिन्ज,cafe,openstreetmap,27.6875922,85.3408528,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,11.0,2.0,0.0,349.52,30.0,305.95,14.0,2.0,53.19,3.0,221.43,0.0,500.0,21,2,14501,10.1664,2.33,8.9,7.5,8.3773,10.9107,enriched,True,37,4,49.91,18,1,184.24,0,0,1505.51,10,1,78.65,3882.58,8,2026-03-23T08:50:30.648265+00:00,70.4159,0.928,high_outcome,observed_outcome_v1
osm_4702950592,राजिव चिया पसल,cafe,openstreetmap,27.6848467,85.3352833,31.0,54760.0,12168.0,4.2,13038.0,13.038,0.0,0.0,0.0,0,0.0,0.0,9.0,4.0,0.0,258.35,27.0,415.36,20.0,5.0,46.97,4.0,170.09,1.0,389.71,31,6,16263,15.4893,1.31,10.0,6.23,8.4563,10.9107,enriched,True,54,11,46.18,17,3,75.48,0,0,1511.97,8,3,67.72,3817.63,8,2026-03-23T08:50:30.648265+00:00,77.8428,0.9757,high_outcome,observed_outcome_v1
