place_id,name,lat,lng,type,rating,review_count,price_level,is_operational,source,competitors_within_500m,competitors_within_200m,competitors_min_distance,competitors_avg_distance,roads_within_500m,roads_avg_distance,schools_within_500m,schools_within_200m,schools_min_distance,hospitals_within_500m,hospitals_min_distance,bus_stops_within_500m,bus_stops_min_distance,population_density_proxy,accessibility_score,foot_traffic_score,competition_pressure,ward_number,population,households,area_sqkm,population_density,computed_schools_within_500m,computed_schools_within_200m,computed_schools_min_distance,computed_hospitals_within_500m,computed_hospitals_within_200m,computed_hospitals_min_distance,computed_bus_stops_within_500m,computed_bus_stops_within_200m,computed_bus_stops_min_distance,computed_competitors_within_500m,computed_competitors_within_200m,computed_competitors_min_distance,computed_competitors_avg_distance,education_points_within_500m,education_points_within_200m,education_students_within_500m,road_feature_source,dataset_count_raw_files,combined_at
osm_10206769417,चिया कफी पसल,27.699629,85.3570947,cafe,,,,True,openstreetmap,1.0,1.0,0.0,0.0,18.0,204.98,0.0,0.0,500.0,0.0,500.0,1.0,349.98,3.82,3.94,0.3,1.14,9,34606,7690,2.1,16479,0,0,539.97,0,0,532.05,0,0,1621.54,0,0,685.52,4484.62,0,0,0,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5367652206,Amigo cafe,27.6886613,85.3353971,cafe,,,,True,openstreetmap,20.0,6.0,0.0,273.21,42.0,216.65,17.0,5.0,135.76,6.0,124.07,3.0,65.04,92.95,5.73,10.0,10.0,10,32349,7188,2.2,14704,46,14,135.76,16,7,7.34,0,0,1452.52,19,5,76.57,3721.63,24,7,16565,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2027866686,Anmol Catering Service,27.6906279,85.3348877,cafe,,,,True,openstreetmap,18.0,6.0,0.0,249.52,48.0,303.24,21.0,3.0,42.43,8.0,208.4,3.0,111.51,115.86,4.78,10.0,10.0,10,32349,7188,2.2,14704,60,6,42.43,17,2,116.95,0,0,1264.65,17,5,9.3,3675.73,30,1,11330,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_915081177,Cake And Bake,27.6887719,85.3309474,cafe,,,,True,openstreetmap,28.0,2.0,66.3,3650.96,8.0,1553.0,67.0,4.0,61.79,15.0,155.1,0.0,1112.07,14.704,2.5,5.57125,8.4,10,32349,7188,2.2,14704,67,4,61.79,15,4,155.1,0,0,1112.07,28,2,66.3,3650.96,31,2,8511,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10701256279,Cake station,27.688673,85.3282727,cafe,,,,True,openstreetmap,19.0,11.0,0.0,187.7,13.0,285.87,23.0,6.0,16.4,6.0,144.06,1.0,326.49,100.59,3.03,10.0,10.0,10,32349,7188,2.2,14704,60,18,16.4,8,1,144.06,0,0,903.09,17,9,13.2,3631.49,27,10,6401,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1033508005,Chibha cafe,27.6759963,85.3205554,cafe,,,,True,openstreetmap,42.0,9.0,22.73,4090.89,8.0,1500.0,16.0,1.0,174.37,25.0,62.32,1.0,347.8,14.704,2.85,5.57125,10.0,10,32349,7188,2.2,14704,16,1,174.37,25,11,62.32,1,0,347.8,42,9,22.73,4090.89,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9407485121,Chiya Junction,27.6866117,85.3351016,cafe,,,,True,openstreetmap,19.0,5.0,0.0,319.3,36.0,296.11,19.0,6.0,63.19,5.0,85.14,2.0,192.7,87.85,3.59,10.0,10.0,10,32349,7188,2.2,14704,54,17,43.55,21,3,85.14,0,0,1586.41,18,4,160.03,3764.07,30,9,18043,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1940788944,Green Land Cafe,27.6995084,85.3385865,cafe,,,,True,openstreetmap,8.0,4.0,0.0,209.7,0.0,500.0,16.0,2.0,57.32,2.0,269.2,0.0,500.0,53.48,0.0,9.1,5.59,10,32349,7188,2.2,14704,46,8,8.42,9,1,190.79,2,0,218.83,7,3,58.96,3710.19,25,3,11199,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1996638818,Hearten Cafe,27.6972659,85.3379163,cafe,,,,True,openstreetmap,12.0,3.0,0.0,268.08,8.0,443.42,24.0,4.0,63.09,4.0,32.35,0.0,500.0,86.58,0.54,10.0,8.14,10,32349,7188,2.2,14704,63,10,63.09,12,4,32.35,1,0,468.85,11,2,80.99,3689.68,32,6,9347,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_12265498748,Himalayan Java,27.699109,85.3381926,cafe,,,,True,openstreetmap,9.0,3.0,0.0,231.14,0.0,500.0,15.0,2.0,46.05,2.0,214.62,0.0,500.0,50.93,0.0,8.8,6.23,10,32349,7188,2.2,14704,43,8,32.02,9,1,170.42,2,0,277.59,8,2,28.68,3698.48,23,3,7699,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9942585125,Jijivisha Cafe & Restro,27.6756513,85.32073,cafe,,,,True,openstreetmap,51.0,7.0,14.77,4107.03,8.0,1500.0,16.0,1.0,138.3,27.0,84.65,1.0,385.65,14.704,2.85,5.57125,10.0,10,32349,7188,2.2,14704,16,1,138.3,27,7,84.65,1,0,385.65,51,7,14.77,4107.03,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_203155884,Kathmandu Milkbar,27.6857348,85.3334917,cafe,,,,True,openstreetmap,15.0,3.0,135.03,3759.6,8.0,1522.0,60.0,9.0,90.04,21.0,108.57,0.0,1454.52,14.704,2.5,5.57125,4.5,10,32349,7188,2.2,14704,60,9,90.04,21,2,108.57,0,0,1454.52,15,3,135.03,3759.6,34,5,18683,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_3560031334,Meeting spot ,27.6900693,85.3345818,cafe,,,,True,openstreetmap,17.0,9.0,0.0,215.22,46.0,293.74,21.0,3.0,31.63,6.0,149.37,3.0,114.83,103.13,4.87,10.0,10.0,10,32349,7188,2.2,14704,55,6,31.63,15,6,101.87,0,0,1333.59,16,8,23.74,3679.06,27,1,10750,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2027854015,MoM'S KITCHEN,27.6914823,85.3329545,cafe,,,,True,openstreetmap,19.0,2.0,0.0,320.49,37.0,409.87,19.0,4.0,63.0,7.0,262.22,3.0,321.92,104.41,2.28,10.0,10.0,10,32349,7188,2.2,14704,52,5,63.0,15,0,262.22,0,0,1183.6,18,1,152.55,3630.88,24,1,8846,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10701333067,Ninja,27.6887906,85.3282544,cafe,,,,True,openstreetmap,19.0,11.0,0.0,185.02,13.0,279.31,23.0,6.0,17.62,6.0,132.06,1.0,314.7,100.59,3.14,10.0,10.0,10,32349,7188,2.2,14704,60,16,17.62,8,2,132.06,0,0,893.35,17,9,13.2,3628.98,27,9,6401,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9942585122,Patan Lassi Station and Tea Coffee,27.6774369,85.3213986,cafe,,,,True,openstreetmap,40.0,6.0,79.97,4012.41,8.0,1500.0,11.0,2.0,127.4,24.0,36.55,1.0,197.75,14.704,2.85,5.57125,10.0,10,32349,7188,2.2,14704,11,2,127.4,24,8,36.55,1,1,197.75,40,6,79.97,4012.41,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_1942418343,Presca's Cafe,27.6989387,85.3384114,cafe,,,,True,openstreetmap,11.0,4.0,0.0,275.0,0.0,500.0,15.0,2.0,23.6,2.0,204.05,0.0,500.0,50.93,0.0,8.8,7.5,10,32349,7188,2.2,14704,43,8,23.6,11,1,155.73,1,0,281.24,10,3,28.68,3703.72,23,3,7699,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9942585520,Pukucha Cafe,27.6754836,85.3210118,cafe,,,,True,openstreetmap,52.0,8.0,19.0,4113.16,8.0,1500.0,16.0,1.0,104.94,26.0,82.08,1.0,405.13,14.704,2.85,5.57125,10.0,10,32349,7188,2.2,14704,16,1,104.94,26,6,82.08,1,0,405.13,52,8,19.0,4113.16,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_214073220,RDX Cafe,27.6941128,85.336959,cafe,,,,True,openstreetmap,14.0,1.0,169.5,3680.04,8.0,1500.0,58.0,26.0,35.58,11.0,25.32,0.0,829.16,14.704,2.5,5.57125,4.2,10,32349,7188,2.2,14704,58,26,35.58,11,5,25.32,0,0,829.16,14,1,169.5,3680.04,31,14,9520,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_178913935,Royal Alina's Bakery Cafe,27.6883758,85.3332661,cafe,,,,True,openstreetmap,25.0,2.0,118.3,3689.73,8.0,1554.0,61.0,6.0,137.05,17.0,39.14,0.0,1333.08,14.704,2.5,5.57125,7.5,10,32349,7188,2.2,14704,61,6,137.05,17,5,39.14,0,0,1333.08,25,2,118.3,3689.73,29,4,8582,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_1945608815,Susmita Hotel,27.6875204,85.3264731,cafe,,,,True,openstreetmap,15.0,3.0,0.0,259.22,9.0,334.94,19.0,7.0,93.36,3.0,343.45,1.0,398.71,71.3,2.05,9.2,10.0,10,32349,7188,2.2,14704,46,16,77.95,4,0,343.45,0,0,875.77,13,2,140.07,3652.23,21,7,5062,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10701268272,Tea O' Clock,27.6889878,85.3283317,cafe,,,,True,openstreetmap,19.0,11.0,0.0,182.9,13.0,267.6,23.0,5.0,29.31,6.0,108.86,1.0,301.73,100.59,3.32,10.0,10.0,10,32349,7188,2.2,14704,60,12,29.31,8,2,108.86,0,0,885.57,17,9,8.91,3625.43,27,6,6401,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10701294899,Tea o'clock,27.68906,85.3283709,cafe,,,,True,openstreetmap,19.0,11.0,0.0,183.39,13.0,263.63,23.0,5.0,36.29,6.0,100.04,1.0,297.99,100.59,3.38,10.0,10.0,10,32349,7188,2.2,14704,59,12,36.29,8,2,100.04,0,0,883.71,17,9,8.91,3624.23,27,6,6401,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1108276897,The Bakery Cafe,27.6887757,85.3344293,cafe,,,,True,openstreetmap,19.0,7.0,96.14,3700.74,8.0,1500.0,48.0,10.0,119.06,17.0,28.05,0.0,1417.3,14.704,2.5,5.57125,5.7,10,32349,7188,2.2,14704,48,10,119.06,17,10,28.05,0,0,1417.3,19,7,96.14,3700.74,24,5,16352,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_1033508006,The Heritage Cafe,27.6758014,85.3204858,cafe,,,,True,openstreetmap,45.0,8.0,22.73,4101.76,8.0,1500.0,16.0,1.0,167.51,27.0,82.56,1.0,369.86,14.704,2.85,5.57125,10.0,10,32349,7188,2.2,14704,16,1,167.51,27,9,82.56,1,0,369.86,45,8,22.73,4101.76,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_916711576,Ujjama Koffie and Books,27.68443,85.3333679,cafe,,,,True,openstreetmap,9.0,3.0,145.6,3796.92,8.0,1500.0,60.0,12.0,53.64,14.0,73.39,0.0,1375.79,14.704,2.5,5.57125,2.7,10,32349,7188,2.2,14704,60,12,53.64,14,3,73.39,0,0,1375.79,9,3,145.6,3796.92,33,7,18028,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_4569964089,Unknown Cafe,27.6949284,85.3349583,cafe,,,,True,openstreetmap,10.0,2.0,0.0,320.0,15.0,323.51,24.0,5.0,70.05,5.0,217.17,1.0,317.31,96.77,2.61,10.0,6.87,10,32349,7188,2.2,14704,54,13,20.12,11,0,217.17,0,0,840.88,9,1,78.51,3632.02,27,7,8709,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4922129021,Unknown Cafe,27.6951624,85.3357106,cafe,,,,True,openstreetmap,9.0,3.0,0.0,288.62,15.0,300.08,26.0,7.0,18.46,5.0,161.97,1.0,322.65,101.86,2.87,10.0,6.23,10,32349,7188,2.2,14704,58,20,18.46,12,4,161.97,0,0,778.21,8,2,78.51,3645.65,29,11,7514,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_5360937821,Unknown Cafe,27.6881757,85.3309424,cafe,,,,True,openstreetmap,31.0,2.0,0.0,338.55,26.0,391.18,29.0,2.0,102.98,6.0,185.47,1.0,385.35,115.86,1.61,10.0,10.0,10,32349,7188,2.2,14704,74,5,40.17,17,4,123.53,0,0,1147.02,29,1,66.3,3663.61,34,3,9791,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6089785680,Unknown Cafe,27.6906623,85.3348016,cafe,,,,True,openstreetmap,18.0,6.0,0.0,249.23,48.0,308.36,21.0,3.0,45.97,8.0,215.75,3.0,120.45,115.86,4.68,10.0,10.0,10,32349,7188,2.2,14704,59,6,45.97,17,2,124.97,0,0,1264.46,17,5,9.3,3673.56,29,1,11100,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6203425585,Unknown Cafe,27.7006009,85.3397065,cafe,,,,True,openstreetmap,9.0,2.0,0.0,291.68,1.0,379.29,18.0,5.0,47.81,1.0,426.56,0.0,500.0,52.2,0.14,7.8,6.23,10,32349,7188,2.2,14704,47,14,47.81,6,3,37.46,2,1,58.74,8,1,164.06,3746.76,23,6,9500,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6309935086,Unknown Cafe,27.6907642,85.3342747,cafe,,,,True,openstreetmap,19.0,7.0,0.0,265.3,43.0,317.9,23.0,3.0,79.15,7.0,220.67,3.0,169.37,114.59,4.32,10.0,10.0,10,32349,7188,2.2,14704,61,6,79.15,16,2,168.56,0,0,1275.66,18,6,53.1,3662.39,29,1,11100,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_6659807985,Unknown Cafe,27.6899912,85.3343574,cafe,,,,True,openstreetmap,17.0,9.0,0.0,212.97,46.0,304.03,19.0,3.0,54.71,6.0,135.97,3.0,136.42,98.04,4.64,10.0,10.0,10,32349,7188,2.2,14704,51,6,54.71,15,6,120.71,0,0,1350.34,16,8,23.74,3676.34,25,1,9375,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_7070908087,Unknown Cafe,27.6965573,85.3377258,cafe,,,,True,openstreetmap,13.0,2.0,0.0,289.04,14.0,404.24,21.0,4.0,63.28,4.0,78.72,1.0,497.69,82.76,1.16,10.0,8.78,10,32349,7188,2.2,14704,58,11,36.35,10,5,38.83,0,0,548.56,12,1,80.99,3686.12,31,7,8862,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_7757295486,Unknown Cafe,27.6854763,85.3301731,cafe,,,,True,openstreetmap,19.0,1.0,0.0,386.47,6.0,431.44,22.0,3.0,83.26,2.0,427.14,0.0,500.0,68.75,0.49,9.4,10.0,10,32349,7188,2.2,14704,59,7,82.46,9,0,213.79,0,0,1166.57,17,0,309.57,3725.16,33,4,10059,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9821439717,Unknown Cafe,27.6893593,85.3328078,cafe,,,,True,openstreetmap,27.0,6.0,0.0,318.09,32.0,314.45,23.0,2.0,110.82,8.0,40.58,3.0,231.52,120.96,3.57,10.0,10.0,10,32349,7188,2.2,14704,59,5,110.82,18,4,40.58,0,0,1245.03,25,5,118.3,3662.86,27,3,8595,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_9942243723,Unknown Cafe,27.6762505,85.3207525,cafe,,,,True,openstreetmap,44.0,9.0,34.29,4075.89,8.0,1500.0,16.0,1.0,180.17,25.0,30.39,1.0,319.02,14.704,2.85,5.57125,10.0,10,32349,7188,2.2,14704,16,1,180.17,25,12,30.39,1,0,319.02,44,9,34.29,4075.89,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9942287617,Unknown Cafe,27.6755958,85.3208663,cafe,,,,True,openstreetmap,54.0,7.0,14.77,4108.59,8.0,1500.0,16.0,1.0,123.62,27.0,83.7,1.0,391.99,14.704,2.85,5.57125,10.0,10,32349,7188,2.2,14704,16,1,123.62,27,6,83.7,1,0,391.99,54,7,14.77,4108.59,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_11795541970,Unknown Cafe,27.6759748,85.322936,cafe,,,,True,openstreetmap,56.0,7.0,118.29,4073.99,8.0,1500.0,12.0,1.0,145.06,27.0,121.27,1.0,410.71,14.704,2.85,5.57125,10.0,10,32349,7188,2.2,14704,12,1,145.06,27,9,121.27,1,0,410.71,56,7,118.29,4073.99,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_11861651269,Unknown Cafe,27.68755,85.3278953,cafe,,,,True,openstreetmap,15.0,10.0,0.0,183.87,9.0,301.02,21.0,9.0,92.92,4.0,274.33,1.0,421.35,82.76,2.36,10.0,10.0,10,32349,7188,2.2,14704,53,25,63.88,6,0,212.75,0,0,962.33,13,8,130.28,3654.99,25,13,6762,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_2684630120,hangout,27.6850859,85.3346508,cafe,,,,True,openstreetmap,10.0,5.0,0.0,251.19,29.0,416.28,22.0,7.0,86.74,4.0,179.92,1.0,361.34,85.31,1.37,10.0,6.87,10,32349,7188,2.2,14704,57,15,85.45,18,3,35.74,0,0,1521.23,9,4,67.72,3798.4,32,8,16908,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_191896691,pandey galli cafe,27.6979263,85.3353561,cafe,,,,True,openstreetmap,8.0,0.0,262.54,3631.59,8.0,1500.0,58.0,0.0,214.51,8.0,232.08,0.0,569.08,14.704,2.5,5.57125,2.4,10,32349,7188,2.2,14704,58,0,214.51,8,0,232.08,0,0,569.08,8,0,262.54,3631.59,27,0,8352,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10701299980,अड्डा,27.6886597,85.3284571,cafe,,,,True,openstreetmap,19.0,11.0,0.0,187.22,13.0,284.64,23.0,5.0,8.55,6.0,141.69,1.0,338.18,100.59,3.02,10.0,10.0,10,32349,7188,2.2,14704,60,14,8.55,8,2,141.69,0,0,918.01,17,9,18.22,3632.73,27,8,6401,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_4873219223,चाकु बाकु क्याफे,27.6898499,85.3353921,cafe,,,,True,openstreetmap,18.0,8.0,0.0,250.56,47.0,258.56,19.0,1.0,70.97,7.0,170.77,3.0,37.02,104.41,5.57,10.0,10.0,10,32349,7188,2.2,14704,50,4,26.86,16,6,19.02,0,0,1327.39,17,7,83.43,3698.63,25,1,9430,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_10701278716,निन्जा रोस्ट र टोस्ट क्याफे र बेकरी,27.6895331,85.3284552,cafe,,,,True,openstreetmap,20.0,10.0,0.0,216.99,13.0,244.08,23.0,5.0,87.19,6.0,47.91,1.0,266.26,100.59,3.69,10.0,10.0,10,32349,7188,2.2,14704,59,12,64.76,8,2,47.91,0,0,859.59,18,8,30.99,3615.95,27,6,6401,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1945637495,यौंग हार्ट बेकरी क्याफे,27.6922058,85.3297984,cafe,,,,True,openstreetmap,17.0,2.0,0.0,362.62,12.0,351.74,17.0,2.0,116.52,4.0,35.76,1.0,354.79,72.57,2.17,10.0,10.0,10,32349,7188,2.2,14704,43,11,61.84,6,1,35.76,0,0,862.75,15,1,199.02,3585.58,19,4,6396,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_1497531288,Alinas Bakery Cafe,27.6725083,85.3152217,cafe,,,,True,openstreetmap,27.0,6.0,61.34,4379.58,8.0,1500.0,14.0,4.0,97.5,14.0,82.87,0.0,914.66,8.674,2.5,5.57125,8.1,11,14313,3180,1.65,8674,14,4,97.5,14,1,82.87,0,0,914.66,27,6,61.34,4379.58,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_669512726,Bay 7 Restaurant & Bar,27.6810649,85.3104154,cafe,,,,True,openstreetmap,31.0,5.0,45.4,4099.6,8.0,1500.0,2.0,1.0,195.21,6.0,247.55,0.0,1040.21,8.674,1.2,5.57125,9.3,11,14313,3180,1.65,8674,2,1,195.21,6,0,247.55,0,0,1040.21,31,5,45.4,4099.6,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9928566192,Bluebird Cafe,27.6913179,85.3163433,cafe,,,,True,openstreetmap,7.0,3.0,0.0,238.72,24.0,242.89,4.0,0.0,327.53,7.0,284.94,4.0,175.45,70.03,4.95,6.7,4.96,11,14313,3180,1.65,8674,12,1,192.87,20,5,51.21,0,0,561.15,10,2,167.94,3684.92,5,1,3855,enriched,8,2026-03-23T08:51:12.926897+00:00
osm_11341095597,Bricks cafe,27.6857434,85.3178048,cafe,,,,True,openstreetmap,14.0,2.0,28.77,3763.58,8.0,1500.0,9.0,4.0,81.33,15.0,100.31,0.0,791.52,8.674,2.35,5.57125,4.2,11,14313,3180,1.65,8674,9,4,81.33,15,4,100.31,0,0,791.52,14,2,28.77,3763.58,1,0,75,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9702816493,Bukeba Cafe,27.683493,85.3128823,cafe,,,,True,openstreetmap,18.0,5.0,80.37,3940.38,8.0,1500.0,4.0,1.0,195.45,8.0,137.07,0.0,914.56,8.674,1.6,5.57125,5.4,11,14313,3180,1.65,8674,4,1,195.45,8,1,137.07,0,0,914.56,18,5,80.37,3940.38,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_873531754,Cafe 16,27.6760518,85.3126299,cafe,,,,True,openstreetmap,37.0,7.0,39.17,4245.95,8.0,1500.0,6.0,0.0,280.72,15.0,181.32,0.0,869.16,8.674,1.9,5.57125,10.0,11,14313,3180,1.65,8674,6,0,280.72,15,1,181.32,0,0,869.16,37,7,39.17,4245.95,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_209868954,Cafe Chino,27.6793788,85.3203074,cafe,,,,True,openstreetmap,29.0,9.0,114.92,3937.58,8.0,1500.0,8.0,3.0,138.39,19.0,73.81,1.0,52.12,8.674,2.55,5.57125,8.7,11,14313,3180,1.65,8674,8,3,138.39,19,3,73.81,1,1,52.12,29,9,114.92,3937.58,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_1880051587,Cafe Hessed,27.6759765,85.3143833,cafe,,,,True,openstreetmap,35.0,7.0,14.69,4202.59,8.0,1500.0,7.0,1.0,196.54,21.0,11.16,0.0,717.62,8.674,2.05,5.57125,10.0,11,14313,3180,1.65,8674,7,1,196.54,21,8,11.16,0,0,717.62,35,7,14.69,4202.59,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_9899585339,Cafe Mozart,27.6819011,85.3109421,cafe,,,,True,openstreetmap,28.0,5.0,46.95,4052.3,8.0,1500.0,4.0,0.0,298.08,6.0,141.13,0.0,1013.93,8.674,1.5,5.57125,8.4,11,14313,3180,1.65,8674,4,0,298.08,6,1,141.13,0,0,1013.93,28,5,46.95,4052.3,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_1849461233,Chiya Pasal,27.6781561,85.3214047,cafe,,,,True,openstreetmap,34.0,5.0,42.2,3979.49,8.0,1500.0,12.0,3.0,47.45,23.0,62.0,1.0,125.11,8.674,2.85,5.57125,10.0,11,14313,3180,1.65,8674,12,3,47.45,23,6,62.0,1,1,125.11,34,5,42.2,3979.49,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_2047712323,City Food Cafe Restaurant,27.6813986,85.317548,cafe,,,,True,openstreetmap,19.0,2.0,14.04,3899.86,8.0,1500.0,8.0,2.0,126.7,10.0,182.11,1.0,404.39,8.674,2.55,5.57125,5.7,11,14313,3180,1.65,8674,8,2,126.7,10,2,182.11,1,0,404.39,19,2,14.04,3899.86,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_3347632389,Coffee and Cupcakes,27.6821723,85.3168394,cafe,,,,True,openstreetmap,21.0,2.0,105.34,3886.43,8.0,1500.0,6.0,2.0,64.78,13.0,113.56,0.0,513.21,8.674,1.9,5.57125,6.3,11,14313,3180,1.65,8674,6,2,64.78,13,3,113.56,0,0,513.21,21,2,105.34,3886.43,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_2164025605,College Cafe,27.6892373,85.3121829,cafe,,,,True,openstreetmap,12.0,1.0,61.66,3826.96,8.0,1500.0,5.0,0.0,337.99,5.0,322.36,0.0,1031.55,8.674,1.5,5.57125,3.6,11,14313,3180,1.65,8674,5,0,337.99,5,0,322.36,0,0,1031.55,12,1,61.66,3826.96,1,0,2200,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_4829882721,Crave,27.6797926,85.3191098,cafe,,,,True,openstreetmap,29.0,4.0,126.59,3935.79,8.0,1500.0,8.0,0.0,261.55,22.0,189.38,1.0,177.86,8.674,2.55,5.57125,8.7,11,14313,3180,1.65,8674,8,0,261.55,22,1,189.38,1,1,177.86,29,4,126.59,3935.79,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_11353487808,Cuts and coffee,27.685216,85.3129742,cafe,,,,True,openstreetmap,20.0,5.0,50.57,3889.2,8.0,1500.0,2.0,2.0,25.03,9.0,278.36,0.0,1022.51,8.674,1.3,5.57125,6.0,11,14313,3180,1.65,8674,2,2,25.03,9,0,278.36,0,0,1022.51,20,5,50.57,3889.2,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_174284180,Dhokhaima Cafe,27.6782463,85.3209385,cafe,,,,True,openstreetmap,35.0,5.0,36.88,3979.54,8.0,1500.0,8.0,3.0,57.91,23.0,46.47,1.0,98.89,8.674,2.55,5.57125,10.0,11,14313,3180,1.65,8674,8,3,57.91,23,6,46.47,1,1,98.89,35,5,36.88,3979.54,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_10567757709,Entrance Cafe,27.6807757,85.3211399,cafe,,,,True,openstreetmap,17.0,6.0,67.96,3874.49,8.0,1500.0,11.0,1.0,170.69,13.0,224.64,1.0,188.15,8.674,2.85,5.57125,5.1,11,14313,3180,1.65,8674,11,1,170.69,13,0,224.64,1,1,188.15,17,6,67.96,3874.49,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_1937659964,Food Universe Cafe,27.6716109,85.3161255,cafe,,,,True,openstreetmap,24.0,6.0,16.22,4416.85,8.0,1500.0,16.0,3.0,63.29,13.0,85.86,0.0,845.64,8.674,2.5,5.57125,7.2,11,14313,3180,1.65,8674,16,3,63.29,13,1,85.86,0,0,845.64,24,6,16.22,4416.85,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_432195183,Hermann Helmers Bakery,27.6783303,85.312612,cafe,,,,True,openstreetmap,38.0,9.0,30.55,4137.77,8.0,1500.0,3.0,0.0,276.09,17.0,315.81,0.0,805.98,8.674,1.45,5.57125,10.0,11,14313,3180,1.65,8674,3,0,276.09,17,0,315.81,0,0,805.98,38,9,30.55,4137.77,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_4832255422,Himalayan Java Coffee,27.6771935,85.3169467,cafe,,,,True,openstreetmap,37.0,3.0,90.82,4085.91,8.0,1500.0,8.0,1.0,195.58,27.0,57.26,1.0,431.28,8.674,2.55,5.57125,10.0,11,14313,3180,1.65,8674,8,1,195.58,27,4,57.26,1,0,431.28,37,3,90.82,4085.91,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
osm_11353732141,Himalayan Java cafe,27.6823415,85.3112206,cafe,,,,True,openstreetmap,25.0,4.0,56.13,4028.35,8.0,1500.0,4.0,0.0,353.15,6.0,85.08,0.0,1004.26,8.674,1.5,5.57125,7.5,11,14313,3180,1.65,8674,4,0,353.15,6,1,85.08,0,0,1004.26,25,4,56.13,4028.35,0,0,0,fallback,8,2026-03-23T08:51:12.926897+00:00
